406892	2261	25344675	mir100	POSITIVE	INDIRECT	DOWN	The predicted target of miR-100, fibroblast growth factor receptor 3 (FGFR3), was downregulated by siRNA to examine its effect on pancreatic cancer cells.	The predicted target of miR-100 , fibroblast growth factor receptor 3 ( FGFR3 ) , was downregulated by siRNA to examine its effect on pancreatic cancer cells .	The predicted target miR-100 fibroblast growth factor receptor 3 FGFR3 downregulated siRNA examine effect pancreatic cancer cells	miR-100	fibroblast growth factor receptor 3
406892	2261	25493074	mir100	NEGATIVE	INDIRECT	NA	Our aim is to analyze the role of miR-100 in bladder cancer cell lines in controlling the expression of some of its possible target genes, including FGFR3 and its relationship with proliferation, apoptosis and DNA ploidy.	Our aim is to analyze the role of miR-100 in bladder cancer cell lines in controlling the expression of some of its possible target genes , including FGFR3 and its relationship with proliferation , apoptosis and DNA ploidy .	Our aim analyze role miR-100 bladder cancer cell lines controlling expression possible target genes including FGFR3 relationship proliferation apoptosis DNA ploidy	miR-100	FGFR3
406892	2261	25493074	mir100	NEGATIVE	INDIRECT	NA	Recently, lowered expression of miR-100, resulting in upregulation of FGFR3, has been correlated with low-grade, non-invasive bladder urothelial cancer, as an alternative oncogenesis pathway to the typical FGFR3 gene mutation.	Recently , lowered expression of miR-100 , resulting in upregulation of FGFR3 , has been correlated with low-grade , non-invasive bladder urothelial cancer , as an alternative oncogenesis pathway to the typical FGFR3 gene mutation .	Recently lowered expression miR-100 resulting upregulation FGFR3 correlated low-grade non-invasive bladder urothelial cancer alternative oncogenesis pathway typical FGFR3 gene mutation	miR-100	FGFR3
406892	2261	25493074	mir100	POSITIVE	INDIRECT	DOWN	Our aim is to analyze the role of miR-100 in bladder cancer cell lines in controlling the expression of some of its possible target genes, including FGFR3 and its relationship with proliferation, apoptosis and DNA ploidy.	Our aim is to analyze the role of miR-100 in bladder cancer cell lines in controlling the expression of some of its possible target genes , including FGFR3 and its relationship with proliferation , apoptosis and DNA ploidy .	Our aim analyze role miR-100 bladder cancer cell lines controlling expression possible target genes including FGFR3 relationship proliferation apoptosis DNA ploidy	miR-100	FGFR3
406892	2261	25493074	mir100	POSITIVE	INDIRECT	DOWN	Recently, lowered expression of miR-100, resulting in upregulation of FGFR3, has been correlated with low-grade, non-invasive bladder urothelial cancer, as an alternative oncogenesis pathway to the typical FGFR3 gene mutation.	Recently , lowered expression of miR-100 , resulting in upregulation of FGFR3 , has been correlated with low-grade , non-invasive bladder urothelial cancer , as an alternative oncogenesis pathway to the typical FGFR3 gene mutation .	Recently lowered expression miR-100 resulting upregulation FGFR3 correlated low-grade non-invasive bladder urothelial cancer alternative oncogenesis pathway typical FGFR3 gene mutation	miR-100	FGFR3
406892	2261	26018508	mir100	NEGATIVE	INDIRECT	NA	Bioinformatics analysis and luciferase reporter assay suggest that miR-100 binds to the 3'UTR of FGFR3 mRNA to prevent its translation.	Bioinformatics analysis and luciferase reporter assay suggest that miR-100 binds to the 3'UTR of FGFR3 mRNA to prevent its translation .	Bioinformatics analysis luciferase reporter assay suggest miR-100 binds 3'UTR FGFR3 mRNA prevent translation	miR-100	FGFR3
406892	2261	26018508	mir100	NEGATIVE	INDIRECT	NA	Here we reported significantly higher levels of fibroblast growth factor receptor 3 (FGFR3) and significantly lower levels of miR-100 in the OS specimen, compared to those in the paired normal bone tissues.	Here we reported significantly higher levels of fibroblast growth factor receptor 3 ( FGFR3 ) and significantly lower levels of miR-100 in the OS specimen , compared to those in the paired normal bone tissues .	Here reported significantly higher levels fibroblast growth factor receptor 3 FGFR3 significantly lower levels miR-100 OS specimen compared paired normal bone tissues	miR-100	FGFR3
406892	2261	26018508	mir100	NEGATIVE	INDIRECT	NA	Here we reported significantly higher levels of fibroblast growth factor receptor 3 (FGFR3) and significantly lower levels of miR-100 in the OS specimen, compared to those in the paired normal bone tissues.	Here we reported significantly higher levels of fibroblast growth factor receptor 3 ( FGFR3 ) and significantly lower levels of miR-100 in the OS specimen , compared to those in the paired normal bone tissues .	Here reported significantly higher levels fibroblast growth factor receptor 3 FGFR3 significantly lower levels miR-100 OS specimen compared paired normal bone tissues	miR-100	fibroblast growth factor receptor 3
406892	2261	26018508	mir100	NEGATIVE	INDIRECT	NA	Taken together, our data demonstrate that miR-100 may inhibit the growth of OS through FGFR3.	Taken together , our data demonstrate that miR-100 may inhibit the growth of OS through FGFR3 .	Taken together data demonstrate miR-100 may inhibit growth OS FGFR3	miR-100	FGFR3
406892	2261	26018508	mir100	NEGATIVE	INDIRECT	NA	We found that overexpression of miR-100 in OS cells decreased FGFR3 protein levels, whereas inhibition of miR-100 increased FGFR3 protein levels, without affecting FGFR3 transcripts.	We found that overexpression of miR-100 in OS cells decreased FGFR3 protein levels , whereas inhibition of miR-100 increased FGFR3 protein levels , without affecting FGFR3 transcripts .	We found overexpression miR-100 OS cells decreased FGFR3 protein levels whereas inhibition miR-100 increased FGFR3 protein levels without affecting FGFR3 transcripts	miR-100	FGFR3
406892	2261	26018508	mir100	POSITIVE	INDIRECT	DOWN	Bioinformatics analysis and luciferase reporter assay suggest that miR-100 binds to the 3'UTR of FGFR3 mRNA to prevent its translation.	Bioinformatics analysis and luciferase reporter assay suggest that miR-100 binds to the 3'UTR of FGFR3 mRNA to prevent its translation .	Bioinformatics analysis luciferase reporter assay suggest miR-100 binds 3'UTR FGFR3 mRNA prevent translation	miR-100	FGFR3
406892	2261	26018508	mir100	POSITIVE	INDIRECT	DOWN	Here we reported significantly higher levels of fibroblast growth factor receptor 3 (FGFR3) and significantly lower levels of miR-100 in the OS specimen, compared to those in the paired normal bone tissues.	Here we reported significantly higher levels of fibroblast growth factor receptor 3 ( FGFR3 ) and significantly lower levels of miR-100 in the OS specimen , compared to those in the paired normal bone tissues .	Here reported significantly higher levels fibroblast growth factor receptor 3 FGFR3 significantly lower levels miR-100 OS specimen compared paired normal bone tissues	miR-100	FGFR3
